,Unnamed: 0,t,x,y,z,rx,ry,rz,vx,vy,vz,Fx,Fy,Fz,Mx,My,Mz,Case
0,0,2.194403171539306,-0.1378792011742912,-0.5127906669313685,0.0725561022665837,-0.000191309006272,-3.2344410490518374e-05,-4.036296826843557e-05,-9.237266887034926e-06,-0.0011026424253201,-0.0033063160076136,-0.2135617868064836,0.4960457744027171,2.530124395629114,0.0189145891849782,-0.0062936914222419,0.0045907103082212,False
1,1,2.2021758556365967,-0.1379220555477613,-0.512788845072733,0.0725423448746693,-0.0002247161554531,1.5622332541774747e-05,-5.433279130670755e-05,-9.212699774544104e-06,-0.0010495694818053,-0.0017091633202694,-0.0513094350588268,0.0731527515276301,1.2762469048868483,0.0205622867027951,-0.0093053546145047,0.0054457822746121,False
2,2,2.2091851234436035,-0.1378905484076068,-0.5128090190572784,0.0725520275504593,-0.0003075433612745,-1.940300443757574e-05,-5.861228772422102e-06,-2.801521090067196e-06,-0.0003500605279299,-0.002736943970117,-0.1653370616119368,0.5741677909778189,3.01970200812918,0.0310846447609104,-0.0118685057404257,0.0029162124336314,False
3,3,2.2170114517211914,-0.1379096151303679,-0.5128234099006407,0.0725294086366117,-0.0003200807277699,1.6390789077066018e-05,-1.7501449405633195e-05,-9.506303531434372e-06,-0.0010546843661654,-0.0021107351308891,-0.2641269145023601,0.378307411298175,4.188692141040851,0.0499596380630653,-0.0137300692067266,0.0027491815685409,False
4,4,2.2258543968200684,-0.1379227371398086,-0.5128639010926842,0.0725393176579676,-0.0004268865804111,1.7263516509242075e-05,-7.836136776670286e-05,-8.806168907689218e-06,-0.0009654436296469,-0.0020652062338253,-0.2834937474869797,0.7470385047101508,4.862539657040922,0.0729840903715862,-0.0158804023281256,0.0063211945502459,False
5,5,2.2324206829071045,-0.1379222800584143,-0.5128145999255705,0.0724661960004391,-0.0002843183039204,1.5958881640343388e-05,-7.832478049831545e-05,-5.126059792521382e-06,-0.0005608873687461,-0.0017942474001676,-0.2195885720228901,0.7815824126038258,5.676193534816549,0.0819216322415442,-0.0131528454603572,0.006289504886513,False
6,6,2.240445613861084,-0.1378995483561002,-0.5128417332537197,0.0724915505606079,-0.0003540472397393,4.662459304218794e-06,-1.8315057443507524e-05,-1.982967988205027e-07,-3.425388911860224e-05,-0.0013684105205829,-0.3059917471200042,1.0394359369191046,5.9314863080974805,0.0899684272318051,-0.0148888496473273,0.0021635133762064,False
7,7,2.249234914779663,-0.1378826685621202,-0.5128671708639196,0.0725079185022187,-0.0004509539279445,-6.399159394600046e-06,1.822989785189167e-05,3.017221484242368e-06,0.0003063392194504,-0.0012948106109088,-0.2766354714811895,0.8646947295286358,6.847347989566432,0.1007778307841845,-0.0205374431066211,0.0059589423577951,False
8,8,2.256778717041016,-0.1378870606260512,-0.5128724224625668,0.0725154376507838,-0.0004746830583293,5.743268348111418e-06,3.013181837841001e-05,2.576667881366654e-06,0.0002605283536599,-0.0009344725290475,-0.2349263955233967,0.9509085902799432,7.032563208524633,0.1048638003217135,-0.0160489024685904,0.000939751040402,False
9,9,2.2645061016082764,-0.1379114945316069,-0.5128624441460207,0.0724970029335617,-0.0004384433816393,5.384927908241928e-06,-5.333698185742625e-05,5.81872804919005e-06,0.0006044162720416,-0.0009575156022597,-0.3664325472865737,0.9556851937838714,7.288143155635051,0.0992917324166136,-0.0227535179483493,0.0036187574299351,False
10,10,2.27229905128479,-0.1379056519169042,-0.5128683274153353,0.07252151896246,-0.0004861264735709,5.866335072797929e-06,-6.098702427157601e-06,7.688694445284236e-06,0.0008028246235992,-0.0010087642982911,-0.2668019194678562,0.9795342305733762,7.860653179044961,0.0957549865600067,-0.0203584489185958,0.0063689630873466,False
11,11,2.281766176223755,-0.1379012055021837,-0.5128564455491798,0.0725007466027792,-0.0004266376925665,-6.605792271337148e-06,5.858099838422876e-06,7.257881604845231e-06,0.0007637639087328,-0.0008421303279692,-0.4482900811822182,0.9439292026072356,7.850655516190061,0.0955547732285019,-0.0222304145927068,0.002358969020991,False
12,12,2.2892653942108154,-0.1379010110176355,-0.5128363655941063,0.0724798315690782,-0.0003908749430147,-6.921030941946133e-06,-1.796209023854352e-05,8.882214724523334e-06,0.0009322348115595,-0.0009383774693528,-0.2575319685941211,0.8939368618743914,8.476089993190325,0.0964220008404065,-0.0215036395812945,0.0051694677510705,False
13,13,2.297414541244507,-0.137889815575992,-0.5128654316328969,0.0724817631436,-0.0004253463199386,2.9088504124982983e-05,2.9595889411526992e-05,7.695757632615453e-06,0.0008115472904911,-0.0007912593696549,-0.4285532285592102,0.7650564008027039,8.589271087082889,0.0907566332442844,-0.0211806427070402,0.0044630260866178,False
