,Unnamed: 0,t,x,y,z,rx,ry,rz,vx,vy,vz,Fx,Fy,Fz,Mx,My,Mz,Case
0,0,2.186406373977661,-0.1379270009065629,-0.5126939207011663,0.0725438363294763,-0.0001310591303969,1.58637723861143e-05,0.0064173394100223,-1.1376388348928996e-05,-0.0013774237435091,-0.0032116730036689,-0.4060343999579519,0.34076627362474,2.8343360155682795,0.0287962222038062,-0.0091829725826762,0.192777692510206,False
1,1,2.194320678710937,-0.1378998320222853,-0.5127119751229171,0.0725715712295367,-0.0002023925884992,-7.114411284722096e-06,0.006234199786703,-6.869971982062755e-06,-0.0008391520276366,-0.0021100840350258,-0.2342593484003411,-0.0496004016057123,1.5008242187697736,0.0344419658079295,-0.0074019375257087,0.120315201842242,False
2,2,2.2020726203918457,-0.1379212343867464,-0.512708840926853,0.0725501957402297,-0.0002130759517292,1.689039969963882e-05,0.0065940794202234,-2.9929359258346387e-06,-0.0003719707456878,-0.0027541074670073,0.0248231635693039,0.5280395774802156,2.7220044127898837,0.0278703730767743,0.0007789044057629,-0.055264027312812,False
3,3,2.2099502086639404,-0.1379258394320858,-0.512738057607446,0.0725465063248392,-0.0003078076121275,2.991238785779725e-05,0.0065904421650084,-7.09420813321537e-06,-0.00079139606531,-0.0023430569995222,-0.2249984779959958,0.7016573434234796,4.179594028132085,0.0509116142628422,-0.0083417773601198,0.0142529061170979,False
4,4,2.218458414077759,-0.1379044273318592,-0.5127407761103053,0.0725112512600455,-0.000284724557522,5.608214795289041e-06,0.0060991433734111,-1.156689917585249e-05,-0.001291213128637,-0.001967629151132,-0.6546963037208274,0.5885471015783833,5.507912446340059,0.0877807898590885,-0.0246470706195,0.1714971697254081,False
5,5,2.2260799407958984,-0.1379171509021436,-0.5127384168903136,0.0725020116932008,-0.0002832757639137,5.495962925710786e-06,0.0056894878248419,-2.2522541508206063e-06,-0.0002722980898763,-0.0018705251377807,-0.4735289768405016,0.7689390032058585,6.439737721544959,0.0973125462916711,-0.0228182113944025,0.1155269224424758,False
6,6,2.234647274017334,-0.1379188916592169,-0.5127626830681711,0.0725194238056352,-0.0003907201740426,-5.08200182211813e-06,0.00599303375182,2.625864657900593e-06,0.0002781685718936,-0.0011343201512805,-0.172164822051362,0.7202602661251886,6.012506377883073,0.0993287125057893,-0.0116648919954419,0.0134141083630773,False
7,7,2.2424802780151367,-0.1378958446115211,-0.5127541095283112,0.0724944949540366,-0.0003312953581465,-1.764360443293144e-05,0.006479425444102,4.258581914501264e-06,0.0004561149318977,-0.0010166207317418,-0.2175060794878923,0.878497685396638,6.835505279185019,0.0961662433509966,-0.0072487046681971,-0.0326494387920643,False
8,8,2.250447988510132,-0.1379234410116138,-0.5127837835477548,0.0725174891422592,-0.0004263503740704,7.317479326767897e-06,0.0063767380094696,3.077851980050144e-06,0.0003070813886132,-0.0008882112987799,-0.459134292900255,0.9871142664376732,7.5337447899363665,0.0934853560453634,-0.0186334565116311,0.0006951921048204,False
9,9,2.2582554817199707,-0.1379048167234954,-0.5127842604684827,0.0725162488044807,-0.0004139294216755,7.028618072878148e-06,0.0059023174544923,6.794602326871459e-06,0.0007028537487185,-0.0010185845740312,-0.4364216775571636,0.8631013732609361,7.126402671882429,0.1027413059837737,-0.0198756432109229,0.1570083413460225,False
10,10,2.265965700149536,-0.1378987638791444,-0.5127664957848124,0.0725093799679341,-0.0003791295681311,6.684016223188846e-06,0.0060635840405563,7.488340096043968e-06,0.0007802758310805,-0.0009638875969253,-0.4706029096663163,0.8702295706667023,7.892331803431167,0.0975066821386634,-0.0196167933984051,0.1035035652371762,False
11,11,2.274821758270264,-0.1378919145844949,-0.5127686765124497,0.0725014615754262,-0.0003901227610965,6.9459544105612005e-06,0.0066381069093988,8.40279503652356e-06,0.0008837338337957,-0.0009302955545944,-0.2383857013758151,0.6098125996569435,7.772177916098341,0.0936501488603882,-0.0066430425520227,-0.0767335700679911,False
12,12,2.282961845397949,-0.1379173994638444,-0.5127677001277607,0.0725067673770556,-0.0004015770766586,7.153955606525531e-06,0.0068250143328428,8.45608598959022e-06,0.0008838899496397,-0.0008800360290998,-0.320576037324749,0.7845334184514889,8.652224221164932,0.0901728751676703,-0.006999810499229,-0.0159203681148643,False
13,13,2.290588617324829,-0.1379126144349434,-0.51272204151801,0.0724867930826198,-0.000318268973668,-5.811268247774456e-06,0.0064408874230206,9.427120942574043e-06,0.0009846186624182,-0.0009323192597393,-0.7573085101967332,0.6344978288374981,8.477662455719601,0.0900367608101318,-0.0252743110897148,0.1733531953143768,False
14,14,2.297899007797241,-0.1378786675554447,-0.5127472220914772,0.0725037440214241,-0.0003543027342711,-2.934010232659776e-05,0.0060579432502095,1.5309165162230567e-05,0.0016270834213769,-0.0011118226026261,-0.5477811595491384,0.5173943393881626,8.984783685304174,0.0872088614731665,-0.023664661727698,0.1138711775314157,False
15,15,2.307184219360352,-0.1378986461039516,-0.5127545654201918,0.0725041616726748,-0.0003657936488726,6.622838698094222e-06,0.0063754737714567,8.156730168698454e-05,0.0012538331957935,-0.0008261293034827,-0.4186025786171982,0.434693997047852,9.645287240372232,0.0829322278706871,-0.0149353658281262,0.0113881192867601,False
16,16,2.3150439262390137,-0.1379028504412257,-0.5127407705583782,0.0724966469210168,-0.0003651906994955,1.8710601363561523e-05,0.0069691469346739,9.868448036952e-05,0.0017148379885907,-0.0009478021203854,-0.5088854939633171,0.5553503888469983,9.71762654622817,0.0687590102459979,-0.0098959161569302,-0.0320781141765353,False
17,17,2.322580099105835,-0.1378954999662665,-0.5127192517767634,0.0724794804808253,-0.0002927031036189,-1.7946241156291138e-05,0.0069725868659012,0.0001035128570305,0.0022441046048269,-0.0009464404918052,-0.5518591461407892,0.5731567763198048,9.868233332124642,0.0550922169322957,-0.0115079112956192,-0.0280433360126528,False
18,18,2.330414056777954,-0.137909348185401,-0.5126737710713809,0.072459028291265,-0.0002103374957708,-3.091471571690528e-05,0.0064363245103579,0.0001240000015717,0.0021514903167287,-0.0006781733899005,-0.817214190909501,0.2665000847357242,10.245798308162891,0.0527422894439632,-0.0231972667427253,0.1664802856512626,False
19,19,2.33876633644104,-0.1378722128785137,-0.5126866991220124,0.0724855725785786,-0.0002355896029429,-3.061359364937794e-05,0.0062542628929124,0.0001230060613003,0.002297789861234,-0.0003074302076961,-0.7366411782131667,-0.04951718310038,10.208840045472051,0.045668160873246,-0.0247416195846323,0.1369026162291393,False
20,20,2.346395969390869,-0.1379074973185376,-0.5126423523080758,0.0724501345575462,-0.0001853944577619,-1.921530692113134e-05,0.0064984307788216,0.0001213432866943,0.0024672927177294,-0.0004719069951856,-0.4470673656248876,-0.3101951435171536,10.244119422610662,0.0241041501538195,-0.0100269102896888,-0.0167215890830246,False
21,21,2.354734182357788,-0.1379031475236667,-0.5126421910798097,0.0724797491489546,-0.000197972757284,-3.085224006652167e-05,0.0069572861243949,0.0001505085407324,0.0029992367199828,6.498311032321122e-05,-0.7371775657355926,-0.1067334235920007,9.8276290208119,-0.0005717801149178,-0.0098849821291424,-0.0403957981945316,False
