,Unnamed: 0,t,x,y,z,rx,ry,rz,vx,vy,vz,Fx,Fy,Fz,Mx,My,Mz,Case
0,0,2.193121910095215,-0.1413666629647045,-0.5094685684885679,0.0725659253593921,-0.0001348314513808,-1.238447171299176e-05,4.8259790613238384e-05,-1.4664222319302276e-05,-0.0009800632361321,-0.0033041035700861,-0.1688480386497101,0.3415554032701096,2.542053948146108,0.0217176573782846,-0.0107244484255153,0.0126320147363639,False
1,1,2.202633857727051,-0.1413929110979536,-0.5095010269948164,0.0725824956314578,-0.0002419998836097,2.5039167873058877e-05,2.323955797345831e-05,-1.28802669767127e-05,-0.0008479957770284,-0.0018315392877692,-0.2006388731376225,0.3804437542653656,1.6685924228272806,0.0209959440177339,-0.0110131332720981,0.0077448794725766,False
2,2,2.210205554962158,-0.1413881068092376,-0.509474318993993,0.0725652291760144,-0.0002293201200544,1.2960245914661946e-05,1.1337452180478204e-05,-1.0337258970048286e-05,-0.0005721805950586,-0.0026016950094798,-0.0954015107566488,0.9465668719175426,2.839574982929141,0.0383529750295425,-0.0108562803497441,0.0119783851327728,False
3,3,2.217616319656372,-0.1413632669441131,-0.5095290084330181,0.0725581884084272,-0.0003147737392374,-2.1588311481150745e-05,7.150620327259742e-05,-1.1065881163040691e-05,-0.0007163118618264,-0.002182775265978,-0.202157474883164,0.5445612578056507,4.144364312646496,0.048306019782799,-0.0159065543035854,0.0115944386609878,False
4,4,2.223961353302002,-0.1413880095936185,-0.5095618349633665,0.0725889022451957,-0.0004322363451283,2.795779427012325e-05,6.99144856323093e-05,-2.932667069108677e-05,-0.0008592910613695,-0.0019767346792731,-0.2773214698081714,0.8798505567621386,5.170777538048121,0.0782586405142121,-0.0205350607296245,0.0133252551269507,False
5,5,2.2329530715942383,-0.1413953872982141,-0.5095621413284054,0.0725689728961394,-0.0004200348843197,1.579299560043664e-05,3.5002512508468723e-05,-5.653115988691801e-06,-0.000220944348151,-0.0016172360032052,-0.2511158294278079,0.8972158053895142,6.187979088061501,0.0791286013123507,-0.0241392002804012,0.0145443508591344,False
6,6,2.24063777923584,-0.1413807336845701,-0.5095571832798702,0.0725598779111075,-0.0004442603106425,-7.671047686273712e-06,-1.3142843905512086e-06,4.971196662317632e-06,0.0003073738623569,-0.0012738671969591,-0.1558365392175495,1.1737401285937457,5.890548499196577,0.0880453272761764,-0.0139262088197551,0.0105165157277913,False
7,7,2.2488958835601807,-0.1413764436699352,-0.5095600653650753,0.0725469277106761,-0.0004206186952067,-1.999807021009288e-05,3.440794556210997e-05,4.454075333675868e-06,0.0004438371220464,-0.0012708282044407,-0.2188939276505088,0.9349102782967026,7.036496765558414,0.0918625516529074,-0.025654233261818,0.0100268043147082,False
8,8,2.2566826343536377,-0.1413804966204774,-0.5095423257546497,0.0725361821038233,-0.0003956318772701,-8.442450807797416e-06,4.638073342569594e-05,5.180012301239803e-07,0.0003113327888544,-0.000943009901826,-0.305164618882836,1.078687005794729,7.31328352536144,0.0901106890138473,-0.02169534974487,0.011074725652142,False
9,9,2.264580011367798,-0.1413936195050275,-0.5095475972881807,0.0725302948844713,-0.0004193630474545,2.767909759726534e-05,3.437104211535813e-05,6.205756643780315e-06,0.0007266391199003,-0.0010492085991846,-0.3175340047743185,1.1153431966104916,7.659735306568098,0.0860036772345035,-0.0268789917255487,0.010254620218948,False
