,Unnamed: 0,t,x,y,z,rx,ry,rz,vx,vy,vz,Fx,Fy,Fz,Mx,My,Mz,Case
0,0,2.2087767124176025,-0.1379017881111378,-0.506270548251903,0.0725865855665023,-0.0002720818853502,3.639098262255959e-07,1.844470799084266e-05,-4.2830765072829534e-05,-0.0012827182606965,-0.0028771568939931,-0.1782316679832683,0.214812166009778,1.8713331519350127,0.0366138359506872,-0.0080061187739078,0.0041167589147718,False
1,1,2.217629909515381,-0.1378946854495379,-0.5062896686525128,0.0726087027359285,-0.0003434881581665,1.2935779891106508e-05,-6.413416357994016e-06,-4.308750582432273e-05,-0.0008536914386185,-0.0020258178545148,-0.0453126787893403,0.0757039435198884,2.417439550355656,0.0149186413466368,-0.0064106841898695,0.0033668642349585,False
2,2,2.2257769107818604,-0.1378901496223721,-0.5062697546069372,0.0725565878825304,-0.0002820927314392,4.037878247702665e-07,-6.522816644261701e-06,-3.525380954232442e-05,-0.0001923281739359,-0.0027004303236136,-0.0861671631584427,0.8687306657327561,3.4890449275303146,0.0406385296455418,-0.0115775202941093,0.0035966942197018,False
3,3,2.2328040599823,-0.1379086328163826,-0.5062797742528559,0.0725381162112988,-0.0003192859928206,6.853014106235222e-07,-1.9146048727996508e-05,-3.216587479923647e-05,-4.618129528132084e-05,-0.0024640000269644,-0.1710520559773013,0.2574685114788229,4.870187561929449,0.0492282125898562,-0.0169073593281806,0.0044065582075133,False
4,4,2.240413188934326,-0.1378619420625683,-0.5063079818049344,0.0725447308316795,-0.0003785242362158,-1.0734727936323176e-05,5.272153836338335e-05,-3.737439086845098e-05,-0.0001795199602883,-0.0020741649100979,-0.2184863224656199,0.6245289934061911,5.633693979394963,0.073912126096336,-0.0164106521868882,0.0001411522228331,False
5,5,2.249151945114136,-0.1378720596204337,-0.5063053553974289,0.0725249914985664,-0.0004008229427038,1.375603890953514e-06,7.689522742778052e-05,5.82593799011689e-06,0.0005576725994574,-0.0019791621139684,-0.2098117757641135,0.6417604275570019,6.662616442833222,0.0650677275747314,-0.0203894804141286,0.0015954284432708,False
6,6,2.256365299224853,-0.1378736464174863,-0.506319460129174,0.0725547808673522,-0.0004610148162636,-9.974072606934963e-06,5.352690072456819e-05,9.717039499162278e-06,0.0009800873139392,-0.0017203095222183,-0.0968907886027105,0.6971101761146439,6.699194284439853,0.0769480746842775,-0.01582337448503,0.0047525578564562,False
7,7,2.264813184738159,-0.1378950982829493,-0.5063370650473413,0.0725527528485659,-0.000496072002366,1.413627305237912e-05,2.8584733196927985e-05,8.30755111063735e-06,0.0008218051339765,-0.0015333972855833,-0.2263249928667279,0.6797241952078266,8.268085496459266,0.0723810662167988,-0.0211932742792999,0.0011745186725116,False
8,8,2.272082805633545,-0.1379174068628728,-0.5062924801905131,0.0725300288495273,-0.0004349227211334,2.5556763579304103e-05,-5.568538091570192e-05,1.0848938076762011e-05,0.0010973009671885,-0.0014653278249608,-0.2586426372179468,0.6009884066724024,8.219626164249895,0.0756436061048566,-0.0264234478006162,0.0037356754395605,False
9,9,2.2821595668792725,-0.1379042726871102,-0.5062832079986325,0.0725005555794803,-0.0004109506861196,-1.0438525303102627e-05,1.6222279321923177e-05,-3.501914975463106e-05,0.001563403175521,-0.0016072303335056,-0.1986816132028561,0.5794391298449794,8.92390145070568,0.0744265506316079,-0.0246122247172412,0.0056429224270138,False
10,10,2.2912886142730717,-0.1378998821872045,-0.5062795318835756,0.0725073546284472,-0.0004234582505755,-2.2234040976081744e-05,-4.335698079248497e-05,-3.265693883329669e-05,0.0013852787596943,-0.0012859502957012,-0.2614514212025131,0.4684716066328929,9.329950826072013,0.0637329105972127,-0.0254665107530566,0.000403430932782,False
11,11,2.297976493835449,-0.1378801977857899,-0.5062964503782675,0.0725200623964986,-0.0004238211109834,-1.0328576076191304e-05,4.362794972437498e-06,-2.8196790542206105e-05,0.0014856041218136,-0.0011472533603258,-0.2880947683706015,0.4617735170405738,9.65435638438287,0.0678961382415393,-0.0249202191065362,0.0014283188215183,False
12,12,2.30508804321289,-0.1379172497579705,-0.5062789618581206,0.0725327891489592,-0.0004721137795021,2.5954549344921304e-05,-5.5691264332933376e-05,5.1325254049451046e-05,0.0014339079689968,-0.0010569328040022,-0.4863115178370536,0.220517600484204,10.475269301202111,0.0587911017926881,-0.0294012763796465,0.0005276016633891,False
13,13,2.313185214996338,-0.1379013051620581,-0.5062774180133037,0.072532742054135,-0.0004722054617187,-3.365227387576356e-05,-7.906810682426745e-05,5.678794229680407e-05,0.0014919789052349,-0.0007983411517305,-0.31467916277264,0.2064309955819651,10.436419762033072,0.0517918215792468,-0.0261224871052116,0.0018121888683472,False
14,14,2.3226795196533203,-0.1378826082893768,-0.5062433404011634,0.0724856318895839,-0.0003291607843811,-3.496859819253224e-05,-3.0769137870231524e-05,6.698020536660557e-05,0.0018912339903003,-0.0008409356155959,-0.4834299470980109,0.1313331943031704,10.96685308339962,0.044083313929899,-0.0278259302212892,0.0008352770421487,False
